# time, vertical, radial, transverse
0.000000000000000000e+00 2.076088683679699692e-15 -1.359942718409001729e-15 0.000000000000000000e+00
3.999999910593032837e-02 -1.727505121380090689e-15 -9.164349758066237605e-16 0.000000000000000000e+00
7.999999821186065674e-02 3.421116387471556559e-15 3.317426424473523897e-15 0.000000000000000000e+00
1.199999973177909851e-01 -7.353310938924550854e-15 -3.040079958736896327e-15 0.000000000000000000e+00
1.599999964237213135e-01 1.094589568674564330e-14 -2.789564896374940992e-15 0.000000000000000000e+00
1.999999955296516418e-01 -8.905244059860705685e-15 1.543767657130956773e-14 0.000000000000000000e+00
2.399999946355819702e-01 -4.449756816029548414e-15 -3.366600349545478555e-14 0.000000000000000000e+00
2.799999937415122986e-01 3.132680803537368842e-14 5.457619205117225547e-14 0.000000000000000000e+00
3.199999928474426270e-01 -6.779755651950835999e-14 -7.578455656766890815e-14 0.000000000000000000e+00
3.599999919533729553e-01 1.053121164441108731e-13 9.417147189378738063e-14 0.000000000000000000e+00
3.999999910593032837e-01 1.359510123729705692e-13 3.181446492671966401e-13 0.000000000000000000e+00
4.399999901652336121e-01 -3.588380813598632742e-13 -2.082346752285957382e-14 0.000000000000000000e+00
4.799999892711639404e-01 1.221318542957305870e-13 -6.508575379848479807e-14 0.000000000000000000e+00
5.199999883770942688e-01 -2.549062073230743399e-13 3.281036615371703794e-13 0.000000000000000000e+00
5.599999874830245972e-01 1.142280772328376812e-13 -2.226396799087524268e-13 0.000000000000000000e+00
5.999999865889549255e-01 -5.729649960994720011e-14 4.453572630882263065e-13 0.000000000000000000e+00
6.399999856948852539e-01 -6.505137681961059238e-13 -2.724687196314334780e-14 0.000000000000000000e+00
6.799999848008155823e-01 2.835313796997070364e-12 -1.786546468734741261e-12 0.000000000000000000e+00
7.199999839067459106e-01 -9.747577458620071675e-14 8.193792700767517292e-13 0.000000000000000000e+00
7.599999830126762390e-01 -1.993410944938659777e-12 6.429833173751830594e-13 0.000000000000000000e+00
7.999999821186065674e-01 7.086992859840392503e-13 -5.099738836288452400e-13 0.000000000000000000e+00
8.399999812245368958e-01 -3.286467790603637866e-13 2.839066982269287264e-13 0.000000000000000000e+00
8.799999803304672241e-01 6.902426946908235778e-15 -1.589694917201995882e-13 0.000000000000000000e+00
9.199999794363975525e-01 5.535729601979255598e-14 3.668310120701790049e-14 0.000000000000000000e+00
9.599999785423278809e-01 -1.182044818997383079e-13 2.068596659228205645e-15 0.000000000000000000e+00
9.999999776482582092e-01 5.630231276154518040e-14 -2.499938011169433473e-14 0.000000000000000000e+00
1.039999976754188538e+00 -5.041135475039482226e-14 1.371381804347038176e-14 0.000000000000000000e+00
1.079999975860118866e+00 -5.692510603694245105e-17 -5.448380485177039622e-15 0.000000000000000000e+00
1.119999974966049194e+00 -1.154040452092885877e-14 -2.562661189585924048e-15 0.000000000000000000e+00
1.159999974071979523e+00 -4.258501343429088258e-15 3.325451863929629435e-15 0.000000000000000000e+00
1.199999973177909851e+00 -1.454889215528965083e-14 1.694578240858390847e-16 0.000000000000000000e+00
1.239999972283840179e+00 4.424960818141698383e-15 -1.816452364437281980e-15 0.000000000000000000e+00
1.279999971389770508e+00 -1.218617334961891151e-14 3.915574401617050312e-15 0.000000000000000000e+00
1.319999970495700836e+00 3.333868808113038496e-16 -1.171089825220406057e-15 0.000000000000000000e+00
1.359999969601631165e+00 -4.197172354906797556e-15 9.684203541837632563e-16 0.000000000000000000e+00
1.399999968707561493e+00 -1.948465127497911467e-15 1.519666635431349256e-15 0.000000000000000000e+00
1.439999967813491821e+00 -3.583154175430536511e-15 2.024523855652660033e-16 0.000000000000000000e+00
1.479999966919422150e+00 9.579292382113635124e-16 3.633654268924146576e-16 0.000000000000000000e+00
1.519999966025352478e+00 -4.243707749992609257e-15 1.612627180293202294e-15 0.000000000000000000e+00
1.559999965131282806e+00 8.814469911158084537e-16 -3.450816147960722415e-16 0.000000000000000000e+00
1.599999964237213135e+00 -1.842112746089696728e-15 9.747668518684803958e-16 0.000000000000000000e+00
1.639999963343143463e+00 -5.302358185872435760e-16 6.490999367088079593e-16 0.000000000000000000e+00
1.679999962449073792e+00 -9.426319738849996748e-16 1.578242081450298443e-16 0.000000000000000000e+00
1.719999961555004120e+00 3.074511478189378809e-16 5.178356659598648878e-16 0.000000000000000000e+00
1.759999960660934448e+00 -1.598794362507760513e-15 6.815986707806587385e-16 0.000000000000000000e+00
1.799999959766864777e+00 7.969097350724041334e-16 -1.021086209220811697e-16 0.000000000000000000e+00
1.839999958872795105e+00 -9.411479113623500636e-16 6.915642297826707610e-16 0.000000000000000000e+00
1.879999957978725433e+00 5.498953396454453297e-17 2.245846408186480422e-16 0.000000000000000000e+00
1.919999957084655762e+00 -2.518749097362160481e-16 1.603575074113905447e-16 0.000000000000000000e+00
1.959999956190586090e+00 1.618620881345123067e-16 3.862348094116896135e-16 0.000000000000000000e+00
1.999999955296516418e+00 -6.047858041711151305e-16 2.752855943981558156e-16 0.000000000000000000e+00
2.039999954402446747e+00 6.126803928054869344e-16 1.399461689288728034e-17 0.000000000000000000e+00
2.079999953508377075e+00 -5.467421142384409785e-16 4.474699089769273453e-16 0.000000000000000000e+00
2.119999952614307404e+00 2.778639318421483066e-16 4.855963925365358594e-17 0.000000000000000000e+00
2.159999951720237732e+00 -6.127718370407819644e-17 1.577876973897218717e-16 0.000000000000000000e+00
2.199999950826168060e+00 1.040445058606564925e-16 2.471600309945642763e-16 0.000000000000000000e+00
2.239999949932098389e+00 -1.590681204106658584e-16 1.016011228784918723e-16 0.000000000000000000e+00
2.279999949038028717e+00 3.985133080277591741e-16 6.902795576024800355e-17 0.000000000000000000e+00
2.319999948143959045e+00 -3.020452277269214293e-16 2.710983098950236820e-16 0.000000000000000000e+00
2.359999947249889374e+00 3.270414308644831075e-16 -1.514897758170263774e-17 0.000000000000000000e+00
2.399999946355819702e+00 -3.675870175356976377e-17 1.539652294013649259e-16 0.000000000000000000e+00
2.439999945461750031e+00 1.157300721388310252e-16 1.341278111794963424e-16 0.000000000000000000e+00
2.479999944567680359e+00 6.205937552294926419e-18 4.039278064738027367e-17 0.000000000000000000e+00
2.519999943673610687e+00 2.593611716292798603e-16 8.736837480682879463e-17 0.000000000000000000e+00
2.559999942779541016e+00 -1.548240688862278980e-16 1.499621721450239360e-16 0.000000000000000000e+00
2.599999941885471344e+00 3.056387649849057363e-16 -2.237607441202271590e-17 0.000000000000000000e+00
2.639999940991401672e+00 -4.501494913711212186e-17 1.373920822516083788e-16 0.000000000000000000e+00
2.679999940097332001e+00 1.337858702754601748e-16 6.002010195516050119e-17 0.000000000000000000e+00
2.719999939203262329e+00 6.275124906096607820e-17 2.593174031062517127e-17 0.000000000000000000e+00
2.759999938309192657e+00 1.593505439814180082e-16 8.444020932074635920e-17 0.000000000000000000e+00
2.799999937415122986e+00 -4.860366243519820463e-17 7.263103179866447719e-17 0.000000000000000000e+00
2.839999936521053314e+00 2.478208334650844440e-16 -8.648888979223557179e-18 0.000000000000000000e+00
2.879999935626983643e+00 -4.259839261067099540e-17 1.116069179261103335e-16 0.000000000000000000e+00
2.919999934732913971e+00 1.470908027840778280e-16 1.305228670389624253e-17 0.000000000000000000e+00
2.959999933838844299e+00 5.900933319935575422e-17 3.166902388329617710e-17 0.000000000000000000e+00
2.999999932944774628e+00 1.127213545260019679e-16 6.542852497659623936e-17 0.000000000000000000e+00
3.039999932050704956e+00 6.521901468659052333e-18 2.981215038744267235e-17 0.000000000000000000e+00
3.079999931156635284e+00 1.946213742485269790e-16 8.753245310799684360e-18 0.000000000000000000e+00
3.119999930262565613e+00 -3.059355367440730143e-17 8.202848403016105448e-17 0.000000000000000000e+00
3.159999929368495941e+00 1.470089919166639408e-16 -5.968885034235427256e-18 0.000000000000000000e+00
3.199999928474426270e+00 4.779901064466685169e-17 3.880145959556102780e-17 0.000000000000000000e+00
3.239999927580356598e+00 8.311269630212337172e-17 4.331479431129992053e-17 0.000000000000000000e+00
3.279999926686286926e+00 3.797446333919651861e-17 1.004805653792573155e-17 0.000000000000000000e+00
3.319999925792217255e+00 1.400979672325775038e-16 2.058967766060959520e-17 0.000000000000000000e+00
3.359999924898147583e+00 -1.770090602803975396e-17 5.107350807520560851e-17 0.000000000000000000e+00
3.399999924004077911e+00 1.416167506249621495e-16 -1.282664652535458924e-17 0.000000000000000000e+00
3.439999923110008240e+00 2.416955794615205274e-17 4.325219560996629496e-17 0.000000000000000000e+00
3.479999922215938568e+00 7.769151125103234559e-17 2.229707752121612360e-17 0.000000000000000000e+00
3.519999921321868896e+00 5.143196904100477415e-17 7.009180080785881915e-18 0.000000000000000000e+00
