# time, vertical, radial, transverse
0.000000000000000000e+00 1.295799393119523403e-20 3.790231130551547121e-20 0.000000000000000000e+00
3.999999910593032837e-02 -1.437756236555287649e-20 -4.089904541615396993e-20 0.000000000000000000e+00
7.999999821186065674e-02 1.353879179077921499e-20 2.970677451230585702e-20 0.000000000000000000e+00
1.199999973177909851e-01 -1.074012925528222724e-20 -1.481101662648143215e-20 0.000000000000000000e+00
1.599999964237213135e-01 1.501417136751115340e-20 1.362166949547827376e-20 0.000000000000000000e+00
1.999999955296516418e-01 -1.714491190796252414e-20 -3.384515366633422859e-20 0.000000000000000000e+00
2.399999946355819702e-01 2.345556276850402664e-20 7.146756979636848686e-20 0.000000000000000000e+00
2.799999937415122986e-01 -2.833879261743277372e-20 -1.007535829558037329e-19 0.000000000000000000e+00
3.199999928474426270e-01 3.049305814784020603e-20 9.947188664227724550e-20 0.000000000000000000e+00
3.599999919533729553e-01 -2.732410212047398124e-20 -7.182874105637893446e-20 0.000000000000000000e+00
3.999999910593032837e-01 2.476259578543249799e-20 4.403064303915016580e-20 0.000000000000000000e+00
4.399999901652336121e-01 -3.260369339841418216e-20 -6.090912575018593134e-20 0.000000000000000000e+00
4.799999892711639404e-01 5.492507989401929574e-20 1.438546751160174701e-19 0.000000000000000000e+00
5.199999883770942688e-01 -8.954142685979604934e-20 -2.666900109034031782e-19 0.000000000000000000e+00
5.599999874830245972e-01 1.249417982762679561e-19 3.693552280310541750e-19 0.000000000000000000e+00
5.999999865889549255e-01 -1.522645616205409341e-19 -4.093471507076174542e-19 0.000000000000000000e+00
6.399999856948852539e-01 1.900810748338699406e-19 4.421478661242873039e-19 0.000000000000000000e+00
6.799999848008155823e-01 -2.879006788134574937e-19 -6.508405203931034576e-19 0.000000000000000000e+00
7.199999839067459106e-01 5.224332562647760038e-19 1.285283477045595740e-18 0.000000000000000000e+00
7.599999830126762390e-01 -9.432389051653446070e-19 -2.465587807819247287e-18 0.000000000000000000e+00
7.999999821186065674e-01 1.466926187276840277e-18 3.857258707284927636e-18 0.000000000000000000e+00
8.399999812245368958e-01 -1.525551080703735475e-18 -3.625060198828578158e-18 0.000000000000000000e+00
8.799999803304672241e-01 -2.722257049754262282e-18 -6.889268755912781582e-18 0.000000000000000000e+00
9.199999794363975525e-01 -2.607180504128336923e-18 -9.884227998554707016e-18 0.000000000000000000e+00
