# time, vertical, radial, transverse
0.000000000000000000e+00 -3.032485151877040430e-24 1.222984630233625708e-25 0.000000000000000000e+00
3.999999910593032837e-02 -2.856218372926378046e-24 -4.587435986636023996e-25 0.000000000000000000e+00
7.999999821186065674e-02 -3.029381412389398212e-24 -6.788908324395493761e-25 -0.000000000000000000e+00
1.199999973177909851e-01 -3.062225140126884241e-24 1.075985966991765972e-25 -0.000000000000000000e+00
1.599999964237213135e-01 -2.892778017127284691e-24 -1.036129654297113407e-25 0.000000000000000000e+00
1.999999955296516418e-01 -2.947090571581156919e-24 -2.122657605241329351e-26 0.000000000000000000e+00
2.399999946355819702e-01 -3.080182997550196307e-24 2.570583468308740536e-25 -0.000000000000000000e+00
2.799999937415122986e-01 -3.104452916957712042e-24 -3.702876893996176911e-25 -0.000000000000000000e+00
3.199999928474426270e-01 -3.001382919975981507e-24 -5.710141248727041676e-25 0.000000000000000000e+00
3.599999919533729553e-01 -2.832476031500164119e-24 2.376429886208342521e-25 0.000000000000000000e+00
3.999999910593032837e-01 -2.856987979527048149e-24 2.476545080121184117e-25 0.000000000000000000e+00
4.399999901652336121e-01 -2.729387604816224809e-24 -9.009246820790295653e-26 -0.000000000000000000e+00
4.799999892711639404e-01 -2.763398176952592083e-24 1.651715765028927236e-27 -0.000000000000000000e+00
5.199999883770942688e-01 -2.678230526242941926e-24 -4.656861563034909272e-25 0.000000000000000000e+00
5.599999874830245972e-01 -2.474553673081914029e-24 -1.050710282668454488e-25 0.000000000000000000e+00
5.999999865889549255e-01 -2.860674142013408876e-24 -3.087160247491200062e-28 -0.000000000000000000e+00
6.399999856948852539e-01 -3.023466588203405318e-24 -4.136136155796776945e-25 -0.000000000000000000e+00
6.799999848008155823e-01 -2.893906669854118412e-24 8.594769340675157347e-26 -0.000000000000000000e+00
7.199999839067459106e-01 -2.950051092298622389e-24 -1.666928817201096655e-25 0.000000000000000000e+00
7.599999830126762390e-01 -3.158916683787538297e-24 -5.020274751466047749e-25 -0.000000000000000000e+00
7.999999821186065674e-01 -3.436175788351648082e-24 -2.148737437979164877e-25 -0.000000000000000000e+00
8.399999812245368958e-01 -3.072400334147573730e-24 -4.522394403405627981e-25 0.000000000000000000e+00
8.799999803304672241e-01 -3.056344510810049682e-24 -6.509732197734764067e-25 -0.000000000000000000e+00
9.199999794363975525e-01 -3.473310750123914839e-24 -1.267539406768492064e-25 0.000000000000000000e+00
9.599999785423278809e-01 -3.185328223409556125e-24 -1.152819159577767195e-25 0.000000000000000000e+00
9.999999776482582092e-01 -2.925035103018558760e-24 -1.710924735220942336e-25 0.000000000000000000e+00
1.039999976754188538e+00 -2.970615975428359364e-24 -2.125937897945462685e-25 -0.000000000000000000e+00
1.079999975860118866e+00 -3.027216033402169281e-24 -3.304319873276284968e-25 0.000000000000000000e+00
1.119999974966049194e+00 -2.628784079306001649e-24 -6.811009395368827782e-26 -0.000000000000000000e+00
1.159999974071979523e+00 -2.618932848363897460e-24 -5.937782487919208232e-25 0.000000000000000000e+00
1.199999973177909851e+00 -2.874664728480525147e-24 4.530884556430692734e-25 -0.000000000000000000e+00
1.239999972283840179e+00 -2.783417718532632729e-24 -6.360127008386839927e-26 0.000000000000000000e+00
1.279999971389770508e+00 -2.545565980227593552e-24 6.256339335486416384e-25 -0.000000000000000000e+00
1.319999970495700836e+00 -2.678656185750583350e-24 9.270362255620058390e-26 0.000000000000000000e+00
1.359999969601631165e+00 -2.682695177114169650e-24 -4.871567038655655681e-25 0.000000000000000000e+00
1.399999968707561493e+00 -2.681412203386912696e-24 1.281656447638113180e-25 -0.000000000000000000e+00
1.439999967813491821e+00 -2.693058664959835712e-24 -2.601378279454280561e-25 0.000000000000000000e+00
1.479999966919422150e+00 -2.653296915511305295e-24 1.172519858982923327e-25 -0.000000000000000000e+00
1.519999966025352478e+00 -2.565770484963536568e-24 -5.240161082831207757e-25 0.000000000000000000e+00
1.559999965131282806e+00 -2.537346110997873811e-24 7.487496733737942434e-25 -0.000000000000000000e+00
1.599999964237213135e+00 -2.555138989279726150e-24 -5.253812385141998240e-25 0.000000000000000000e+00
1.639999963343143463e+00 -2.489174200093202852e-24 1.113077061076772616e-25 -0.000000000000000000e+00
1.679999962449073792e+00 -2.708897994807557903e-24 -6.999447133004821685e-25 0.000000000000000000e+00
1.719999961555004120e+00 -2.605882398754033710e-24 -4.326411451316403295e-26 0.000000000000000000e+00
1.759999960660934448e+00 -2.646431518371628384e-24 -1.004675578841762845e-25 -0.000000000000000000e+00
1.799999959766864777e+00 -2.678255839327903367e-24 -5.438687278314091751e-25 0.000000000000000000e+00
1.839999958872795105e+00 -2.908951524105419051e-24 9.512586274240676236e-25 -0.000000000000000000e+00
1.879999957978725433e+00 -2.617783101399595749e-24 -7.686195568901155571e-25 0.000000000000000000e+00
1.919999957084655762e+00 -2.441008950526679930e-24 4.988469637368098659e-25 -0.000000000000000000e+00
1.959999956190586090e+00 -2.878879579171211928e-24 -7.326696471743332739e-25 0.000000000000000000e+00
1.999999955296516418e+00 -2.556006739595773178e-24 -4.680992746197710165e-26 -0.000000000000000000e+00
2.039999954402446747e+00 -2.680302646496102370e-24 -1.684661993239800169e-25 -0.000000000000000000e+00
2.079999953508377075e+00 -2.554223277329015455e-24 -2.577875968245990700e-25 0.000000000000000000e+00
2.119999952614307404e+00 -2.422327227691312205e-24 1.040206698554868742e-24 -0.000000000000000000e+00
2.159999951720237732e+00 -2.603337767581592787e-24 -6.646055372705461769e-25 0.000000000000000000e+00
2.199999950826168060e+00 -2.258798259546779384e-24 6.495973897679974287e-26 -0.000000000000000000e+00
2.239999949932098389e+00 -2.622641437355355418e-24 -4.268822240138803116e-25 0.000000000000000000e+00
2.279999949038028717e+00 -2.635570650610930026e-24 2.362482987017245034e-25 -0.000000000000000000e+00
2.319999948143959045e+00 -2.536265863994913381e-24 -4.775520603961247764e-26 -0.000000000000000000e+00
2.359999947249889374e+00 -2.727439163408007727e-24 4.126462505027461954e-25 0.000000000000000000e+00
2.399999946355819702e+00 -2.581960423242435475e-24 3.253786129420177573e-25 -0.000000000000000000e+00
2.439999945461750031e+00 -2.706258106499603899e-24 -9.827045843735505972e-25 0.000000000000000000e+00
2.479999944567680359e+00 -2.568205426101144457e-24 1.049467512892476961e-24 -0.000000000000000000e+00
2.519999943673610687e+00 -2.694951595216821473e-24 -5.722353146886405981e-25 0.000000000000000000e+00
2.559999942779541016e+00 -2.827102107971768742e-24 5.761169319384862927e-27 -0.000000000000000000e+00
2.599999941885471344e+00 -2.593905756853587347e-24 5.149636828072346385e-25 -0.000000000000000000e+00
2.639999940991401672e+00 -2.507588359179635845e-24 -2.414165811703839336e-25 0.000000000000000000e+00
2.679999940097332001e+00 -2.483224514904236636e-24 4.813021647898097521e-25 -0.000000000000000000e+00
2.719999939203262329e+00 -2.559038314586814900e-24 -1.673019917047824534e-25 0.000000000000000000e+00
2.759999938309192657e+00 -2.421732592239322967e-24 3.582059926454662042e-25 -0.000000000000000000e+00
2.799999937415122986e+00 -2.424906275777516459e-24 -2.152206607375362048e-25 0.000000000000000000e+00
2.839999936521053314e+00 -2.288000011674285261e-24 6.230461147005428970e-25 0.000000000000000000e+00
2.879999935626983643e+00 -2.381860930711354888e-24 2.074358879111670864e-25 -0.000000000000000000e+00
2.919999934732913971e+00 -2.333333748438804137e-24 -3.980755447496875583e-25 0.000000000000000000e+00
2.959999933838844299e+00 -2.140538413186732229e-24 2.417515909680645614e-25 -0.000000000000000000e+00
2.999999932944774628e+00 -2.000393184431459341e-24 -4.281073273659785995e-25 0.000000000000000000e+00
3.039999932050704956e+00 -1.919708614295246050e-24 7.872580920498251880e-25 -0.000000000000000000e+00
3.079999931156635284e+00 -2.423540035323412891e-24 -1.848328955167399832e-26 -0.000000000000000000e+00
3.119999930262565613e+00 -2.321884240430449958e-24 2.100997154030892584e-25 0.000000000000000000e+00
3.159999929368495941e+00 -2.383507613501478903e-24 -3.706590590013547890e-26 -0.000000000000000000e+00
3.199999928474426270e+00 -2.519243924581360384e-24 -9.237875464584987968e-25 0.000000000000000000e+00
3.239999927580356598e+00 -2.568227852606242054e-24 8.135184748070401467e-25 -0.000000000000000000e+00
3.279999926686286926e+00 -2.733004045296638892e-24 -6.856184509018703743e-25 0.000000000000000000e+00
3.319999925792217255e+00 -2.514388919294674550e-24 -2.331748960582302868e-25 0.000000000000000000e+00
3.359999924898147583e+00 -2.418004241278026994e-24 -1.365301760536397075e-25 -0.000000000000000000e+00
3.399999924004077911e+00 -2.503591112201775166e-24 -7.910196386795576578e-25 0.000000000000000000e+00
3.439999923110008240e+00 -2.583164571134943895e-24 -3.439594442600224685e-25 -0.000000000000000000e+00
3.479999922215938568e+00 -2.334625825994862981e-24 -9.004892942421350685e-25 0.000000000000000000e+00
3.519999921321868896e+00 -2.364675122379367511e-24 5.447612916320565870e-25 -0.000000000000000000e+00
3.559999920427799225e+00 -2.367282148085792054e-24 -6.535989527378661527e-25 -0.000000000000000000e+00
3.599999919533729553e+00 -2.374459295850783903e-24 -1.218512513112557480e-24 0.000000000000000000e+00
3.639999918639659882e+00 -2.408689248056816879e-24 -2.598923853902590534e-25 -0.000000000000000000e+00
3.679999917745590210e+00 -2.178928815155245644e-24 -2.611805494101560401e-25 0.000000000000000000e+00
3.719999916851520538e+00 -2.221526740342483549e-24 2.389843878347619724e-26 -0.000000000000000000e+00
3.759999915957450867e+00 -2.184914915659419418e-24 -6.760611515055359956e-25 0.000000000000000000e+00
3.799999915063381195e+00 -2.355652339858238580e-24 -4.850909118836455765e-25 -0.000000000000000000e+00
3.839999914169311523e+00 -2.269494814299833004e-24 -7.201186313920971124e-25 -0.000000000000000000e+00
3.879999913275241852e+00 -2.043682556518433802e-24 -1.059105372847035715e-25 0.000000000000000000e+00
3.919999912381172180e+00 -2.102356511102243761e-24 3.164511708231288276e-25 -0.000000000000000000e+00
3.959999911487102509e+00 -2.128397014189431503e-24 -7.635224119617590230e-25 0.000000000000000000e+00
3.999999910593032837e+00 -2.084066919039173746e-24 9.516709642554134313e-26 -0.000000000000000000e+00
4.039999909698963165e+00 -1.917731751177598321e-24 3.751357835479751885e-25 -0.000000000000000000e+00
4.079999908804893494e+00 -2.034350687907249514e-24 4.471383263648931576e-25 0.000000000000000000e+00
4.119999907910823822e+00 -2.019867606506409386e-24 2.595446080277952416e-26 -0.000000000000000000e+00
4.159999907016754150e+00 -2.138090593462038991e-24 -6.178393907596558267e-25 0.000000000000000000e+00
4.199999906122684479e+00 -2.217691585926218385e-24 5.215263776392476186e-25 -0.000000000000000000e+00
4.239999905228614807e+00 -2.097071627460423052e-24 2.397112786045596660e-25 0.000000000000000000e+00
4.279999904334545135e+00 -2.027754408828741571e-24 -1.337752131291836096e-26 0.000000000000000000e+00
4.319999903440475464e+00 -2.207173999124734453e-24 3.300116013793541623e-25 -0.000000000000000000e+00
4.359999902546405792e+00 -2.245509111986621175e-24 3.597819819844972236e-25 0.000000000000000000e+00
4.399999901652336121e+00 -2.205407634292555530e-24 7.838426435702317428e-26 -0.000000000000000000e+00
4.439999900758266449e+00 -2.201586912775610686e-24 -7.048642919338377302e-26 0.000000000000000000e+00
4.479999899864196777e+00 -1.962447537806611113e-24 2.703650636703969548e-25 -0.000000000000000000e+00
4.519999898970127106e+00 -2.310485802681228286e-24 7.616603875382211527e-26 -0.000000000000000000e+00
4.559999898076057434e+00 -2.442543500791316693e-24 -2.020561495896800000e-26 0.000000000000000000e+00
4.599999897181987762e+00 -2.068968107948876756e-24 3.550789384743069558e-25 -0.000000000000000000e+00
4.639999896287918091e+00 -2.337022131371213721e-24 2.073902577448550028e-25 0.000000000000000000e+00
4.679999895393848419e+00 -2.505712304312624256e-24 1.041812539015474243e-25 -0.000000000000000000e+00
4.719999894499778748e+00 -2.413334865281058518e-24 -1.594198800747293131e-25 0.000000000000000000e+00
4.759999893605709076e+00 -2.547297484056798785e-24 -2.745066396414586271e-25 0.000000000000000000e+00
4.799999892711639404e+00 -2.382290809066489763e-24 1.292081996950855782e-25 -0.000000000000000000e+00
4.839999891817569733e+00 -2.356322692520507513e-24 3.635559631121055100e-25 0.000000000000000000e+00
4.879999890923500061e+00 -2.410009747322306003e-24 3.451431848655595585e-26 -0.000000000000000000e+00
4.919999890029430389e+00 -2.021615319591774170e-24 -8.744720503273129238e-25 0.000000000000000000e+00
4.959999889135360718e+00 -2.266078436008456598e-24 -4.041365853080236799e-25 -0.000000000000000000e+00
4.999999888241291046e+00 -2.325147407944428110e-24 -5.242735134913800707e-25 -0.000000000000000000e+00
5.039999887347221375e+00 -1.903800894709206822e-24 -2.286869998924245940e-25 0.000000000000000000e+00
5.079999886453151703e+00 -1.820234740712578726e-24 1.474553812386147959e-26 -0.000000000000000000e+00
5.119999885559082031e+00 -1.730454557424821020e-24 -4.572455469809000690e-25 0.000000000000000000e+00
5.159999884665012360e+00 -1.793363124669156143e-24 5.864220220530569723e-25 -0.000000000000000000e+00
5.199999883770942688e+00 -1.585387821023687174e-24 -7.590553185998772633e-25 -0.000000000000000000e+00
5.239999882876873016e+00 -1.681888961435618116e-24 -1.064621613089400458e-24 0.000000000000000000e+00
5.279999881982803345e+00 -1.854572162507395512e-24 -6.975989924606907134e-26 -0.000000000000000000e+00
5.319999881088733673e+00 -1.780043112908913434e-24 -5.496506028102033457e-25 0.000000000000000000e+00
5.359999880194664001e+00 -1.716490394265690802e-24 2.009339361563888961e-25 -0.000000000000000000e+00
5.399999879300594330e+00 -1.606308530632816248e-24 3.814522031575507071e-25 0.000000000000000000e+00
5.439999878406524658e+00 -2.032124690742875829e-24 7.121177952873481326e-26 0.000000000000000000e+00
5.479999877512454987e+00 -1.890257950165619214e-24 8.564171594116488428e-26 -0.000000000000000000e+00
5.519999876618385315e+00 -1.980168251591862956e-24 1.540927385690338384e-25 0.000000000000000000e+00
5.559999875724315643e+00 -2.037012780675695754e-24 2.219212452692076413e-25 -0.000000000000000000e+00
5.599999874830245972e+00 -1.944272520759682570e-24 -2.952875097217422561e-26 0.000000000000000000e+00
5.639999873936176300e+00 -2.188414782722247801e-24 3.670951043144299459e-25 -0.000000000000000000e+00
5.679999873042106628e+00 -2.149091349323839528e-24 -4.180401302900094182e-25 -0.000000000000000000e+00
5.719999872148036957e+00 -2.164235235468936709e-24 5.134032643461239455e-25 0.000000000000000000e+00
5.759999871253967285e+00 -2.014790778659403265e-24 1.150226580648450187e-25 -0.000000000000000000e+00
5.799999870359897614e+00 -1.792520132326558434e-24 -1.267999594212199133e-24 0.000000000000000000e+00
5.839999869465827942e+00 -1.958391226963840649e-24 8.838438314562325349e-25 -0.000000000000000000e+00
5.879999868571758270e+00 -2.244275210117052867e-24 6.287719789277446899e-25 0.000000000000000000e+00
5.919999867677688599e+00 -2.279982647124257048e-24 -2.485641414917694584e-25 0.000000000000000000e+00
5.959999866783618927e+00 -2.118037079057444640e-24 3.367338907711570519e-25 -0.000000000000000000e+00
5.999999865889549255e+00 -2.004801880062246120e-24 7.249015970822725992e-26 0.000000000000000000e+00
6.039999864995479584e+00 -2.037871427162940892e-24 2.557456468821328815e-25 -0.000000000000000000e+00
6.079999864101409912e+00 -2.190491121822902063e-24 -2.775705533475392449e-26 0.000000000000000000e+00
6.119999863207340240e+00 -2.129207032908198354e-24 1.261619281267556549e-25 0.000000000000000000e+00
6.159999862313270569e+00 -2.031229628940423133e-24 -3.095073919379132363e-25 -0.000000000000000000e+00
6.199999861419200897e+00 -1.871284682763985291e-24 -8.688747499263628397e-25 0.000000000000000000e+00
6.239999860525131226e+00 -2.002791044120045052e-24 -1.165136181979775685e-25 -0.000000000000000000e+00
6.279999859631061554e+00 -1.941584670817064898e-24 -4.474050904063053950e-27 0.000000000000000000e+00
6.319999858736991882e+00 -1.929568949066151761e-24 -5.755946830277026044e-25 -0.000000000000000000e+00
6.359999857842922211e+00 -1.930431370311680726e-24 -9.087672836471939135e-25 -0.000000000000000000e+00
6.399999856948852539e+00 -1.801679139212808582e-24 -5.117399837217818193e-25 0.000000000000000000e+00
6.439999856054782867e+00 -1.904371327299259230e-24 4.749905468948157068e-25 -0.000000000000000000e+00
6.479999855160713196e+00 -1.976388164237619121e-24 -2.546875210729382721e-25 0.000000000000000000e+00
6.519999854266643524e+00 -1.629034684924590833e-24 -1.924315568002654869e-25 -0.000000000000000000e+00
