# time, vertical, radial, transverse
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -6.654171556874644462e-21
3.999999910593032837e-02 -0.000000000000000000e+00 -0.000000000000000000e+00 1.825571234803646880e-20
7.999999821186065674e-02 0.000000000000000000e+00 0.000000000000000000e+00 -5.585202416114043679e-21
1.199999973177909851e-01 -0.000000000000000000e+00 0.000000000000000000e+00 -2.457533082633745218e-20
1.599999964237213135e-01 0.000000000000000000e+00 -0.000000000000000000e+00 4.837087180931121371e-20
1.999999955296516418e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -4.355301643954590505e-20
2.399999946355819702e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.155333757196785940e-20
2.799999937415122986e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 2.179413604608271336e-20
3.199999928474426270e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.348561065446120055e-20
3.599999919533729553e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.607107697054743764e-20
3.999999910593032837e-01 0.000000000000000000e+00 -0.000000000000000000e+00 6.979203317314386638e-20
4.399999901652336121e-01 -0.000000000000000000e+00 0.000000000000000000e+00 -9.281509846914559753e-20
4.799999892711639404e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.937856258242391872e-20
5.199999883770942688e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 2.605927647891803938e-21
5.599999874830245972e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.272018537041731345e-20
5.999999865889549255e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -6.017845953465439306e-20
6.399999856948852539e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 2.376405318500474454e-19
6.799999848008155823e-01 0.000000000000000000e+00 0.000000000000000000e+00 -4.088421410415321880e-19
7.199999839067459106e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 4.256922402419150220e-19
7.599999830126762390e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.579787931405007895e-19
7.999999821186065674e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -5.766667891293765024e-19
8.399999812245368958e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 4.852037411183119287e-18
8.799999803304672241e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.511897521093488329e-18
9.199999794363975525e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.333855325356125819e-19
9.599999785423278809e-01 -0.000000000000000000e+00 -0.000000000000000000e+00 2.088896930217742995e-18
9.999999776482582092e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.762658013030887197e-19
1.039999976754188538e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 1.310577266849577549e-18
1.079999975860118866e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.757274381816387492e-18
1.119999974966049194e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 9.505640482529997680e-19
1.159999974071979523e+00 0.000000000000000000e+00 -0.000000000000000000e+00 1.126507297158241328e-18
1.199999973177909851e+00 0.000000000000000000e+00 -0.000000000000000000e+00 2.857509767636657116e-18
1.239999972283840179e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -5.550892092287540880e-19
1.279999971389770508e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.954331226646900249e-18
1.319999970495700836e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 2.185744466260075585e-18
1.359999969601631165e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -4.015298618469387669e-19
1.399999968707561493e+00 -0.000000000000000000e+00 0.000000000000000000e+00 1.099303830415010516e-18
1.439999967813491821e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 1.479985006153583511e-17
1.479999966919422150e+00 -0.000000000000000000e+00 0.000000000000000000e+00 -2.693772315979004169e-17
1.519999966025352478e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.919155269861221289e-17
1.559999965131282806e+00 -0.000000000000000000e+00 -0.000000000000000000e+00 -1.022402793169021666e-16
1.599999964237213135e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.264983713626861741e-16
1.639999963343143463e+00 0.000000000000000000e+00 -0.000000000000000000e+00 -8.467189222574234500e-17
